n,p,r,s,Dinic,EK,MPM
1000,0.3,1000,835539617953,,,0.0651527
1000,0.3,1000,267894501872,,,0.119745
1000,0.3,1000,598684335002,,,0.127059
1000,0.3,1000,11232518321,,,0.15165
1200,0.3,1200,568752441998,,,0.254339
1200,0.3,1200,411696321768,,,0.159756
1200,0.3,1200,939622771236,,,0.208247
1200,0.3,1200,628726220463,,,0.442263
1200,0.3,1200,86053279092,,,0.331741
1200,0.3,1200,461563913035,,,0.462434
1400,0.3,1400,186057516476,,,0.2553
1400,0.3,1400,637058666658,,,0.447351
1400,0.3,1400,663251936600,,,0.314046
1400,0.3,1400,122492164056,,,0.338115
1400,0.3,1400,944355315600,,,0.276977
1400,0.3,1400,6322819841,,,0.396102
1600,0.3,1600,305259716647,,,0.372286
1600,0.3,1600,368666680785,,,0.367848
1600,0.3,1600,238477920380,,,0.295267
1600,0.3,1600,446561769508,,,0.265009
1600,0.3,1600,273449310572,,,0.44542
1600,0.3,1600,770964206182,,,0.608095
1800,0.3,1800,295221201062,,,0.733219
1800,0.3,1800,460389747668,,,0.788073
1800,0.3,1800,149663802098,,,0.681001
1800,0.3,1800,365734467374,,,1.06209
1800,0.3,1800,861978663739,,,0.48438
1800,0.3,1800,937685091767,,,0.941767
2000,0.3,2000,247546441139,,,1.00234
2000,0.3,2000,226032339611,,,1.03904
2000,0.3,2000,80114699615,,,0.895349
2000,0.3,2000,337563891366,,,1.32579
2000,0.3,2000,15480950745,,,0.792323
2000,0.3,2000,859067799930,,,0.776229
2200,0.3,2200,583583818821,,,1.58354
2200,0.3,2200,488480020397,,,1.02626
2200,0.3,2200,381294066023,,,1.13269
2200,0.3,2200,809895615340,,,1.34294
2200,0.3,2200,335716872181,,,1.65828
2200,0.3,2200,428600228128,,,0.906396
2400,0.3,2400,333668760451,,,1.11706
2400,0.3,2400,796629331283,,,0.783379
2400,0.3,2400,578655071947,,,0.785981
2400,0.3,2400,335773393964,,,1.29099
2400,0.3,2400,187584542836,,,1.12495
2400,0.3,2400,644039091432,,,1.94026
2600,0.3,2600,433249502053,,,1.84663
2600,0.3,2600,601154979762,,,2.04005
2600,0.3,2600,11493525070,,,2.02706
2600,0.3,2600,949451802578,,,1.90466
2600,0.3,2600,797875891169,,,2.20085
2600,0.3,2600,441522937053,,,2.83537
2800,0.3,2800,584018385274,,,2.96326
2800,0.3,2800,800817503781,,,2.04904
2800,0.3,2800,253276687017,,,1.71579
2800,0.3,2800,724604697997,,,1.28406
2800,0.3,2800,383186323985,,,3.0126
2800,0.3,2800,347572853969,,,2.22318
3000,0.3,3000,917155485519,,,2.07047
3000,0.3,3000,435393260452,,,1.57494
3000,0.3,3000,361857856992,,,1.63229
3000,0.3,3000,241861125110,,,3.73233
3000,0.3,3000,683410470882,,,2.91377
3000,0.3,3000,33502939560,,,2.23751
3200,0.3,3200,6181686296,,,3.06248
3200,0.3,3200,740292686947,,,2.71793
3200,0.3,3200,587753064474,,,3.54498
3200,0.3,3200,764363459722,,,2.44963
3200,0.3,3200,915610033923,,,2.36271
3200,0.3,3200,224561264857,,,1.83241
3400,0.3,3400,722019974288,,,2.53064
3400,0.3,3400,605371224730,,,5.91795
3400,0.3,3400,757924195222,,,3.07079
3400,0.3,3400,670495063038,,,2.83929
3400,0.3,3400,791977059575,,,2.80595
3400,0.3,3400,895650570906,,,8.09881
3600,0.3,3600,23649433696,,,5.47785
3600,0.3,3600,824235579780,,,2.91007
3600,0.3,3600,700819025410,,,2.26042
3600,0.3,3600,743925984348,,,2.45195
3600,0.3,3600,163743524805,,,6.17178
3600,0.3,3600,967670771519,,,3.01793
3800,0.3,3800,790648290047,,,3.74635
3800,0.3,3800,178551899440,,,6.47715
3800,0.3,3800,543338973201,,,6.29437
3800,0.3,3800,724883153131,,,3.21099
3800,0.3,3800,226616580160,,,10.2157
3800,0.3,3800,955426517222,,,3.14866
4000,0.3,4000,67733161007,,,3.96942
4000,0.3,4000,226930959060,,,3.67258
4000,0.3,4000,180052651193,,,5.21406
4000,0.3,4000,594507811776,,,3.41422
4000,0.3,4000,249396823547,,,4.34371
4000,0.3,4000,682652002424,,,11.373
4200,0.3,4200,987235582207,,,4.12982
4200,0.3,4200,478058750432,,,3.75701
4200,0.3,4200,48664200473,,,6.95096
4200,0.3,4200,221166100096,,,5.39616
4200,0.3,4200,346786591525,,,4.2954
4200,0.3,4200,103510257766,,,6.78868
4400,0.3,4400,913500715479,,,6.19069
4400,0.3,4400,791905631176,,,7.42704
4400,0.3,4400,179903485606,,,11.2274
4400,0.3,4400,420233164305,,,7.04428
4400,0.3,4400,491206490037,,,8.40194
4400,0.3,4400,586958874464,,,7.0832
4600,0.3,4600,477168203136,,,8.43292
4600,0.3,4600,335044813195,,,9.06897
4600,0.3,4600,478619980918,,,10.4952
4600,0.3,4600,779771978829,,,6.76804
4600,0.3,4600,194872561331,,,7.89572
4600,0.3,4600,484549884595,,,16.2525
4800,0.3,4800,863554918817,,,10.2836
4800,0.3,4800,566094707146,,,5.27923
4800,0.3,4800,45821411186,,,13.195
4800,0.3,4800,465864482289,,,7.11776
4800,0.3,4800,45405503915,,,9.9471
4800,0.3,4800,508787118377,,,4.65881
5000,0.3,5000,934700901901,,,12.056
5000,0.3,5000,4242762357,,,17.8054
5000,0.3,5000,459791255588,,,12.9629
5000,0.3,5000,23739872641,,,7.69918
5000,0.3,5000,419002363026,,,10.2965
5000,0.3,5000,465278963024,,,11.3947
1000,0.4,1000,137598376291,,,0.164687
1000,0.4,1000,974207510037,,,0.151748
1000,0.4,1000,876738241596,,,0.233958
1000,0.4,1000,164298255697,,,0.236758
1000,0.4,1000,512472805559,,,0.174328
1000,0.4,1000,522579030473,,,0.22586
1200,0.4,1200,809909622169,,,0.254543
1200,0.4,1200,359873408655,,,0.277108
1200,0.4,1200,417911253483,,,0.213569
1200,0.4,1200,798129177221,,,0.222247
1200,0.4,1200,530369188727,,,0.476155
1200,0.4,1200,585059091581,,,0.492099
1400,0.4,1400,577520902102,,,0.460351
1400,0.4,1400,118115972194,,,0.406764
1400,0.4,1400,62735399167,,,0.285357
1400,0.4,1400,42099948630,,,0.231395
1400,0.4,1400,493134669063,,,0.552402
1400,0.4,1400,604681924839,,,0.35825
1600,0.4,1600,284970598181,,,0.329228
1600,0.4,1600,286382968842,,,0.418852
1600,0.4,1600,708068784915,,,0.448361
1600,0.4,1600,452155140255,,,0.371958
1600,0.4,1600,830621910311,,,0.405107
1600,0.4,1600,69703564132,,,0.566307
1800,0.4,1800,53285342330,,,0.925428
1800,0.4,1800,549422810361,,,0.929208
1800,0.4,1800,551253257307,,,1.64299
1800,0.4,1800,428735969357,,,0.517108
1800,0.4,1800,408573022518,,,0.586888
1800,0.4,1800,50979293684,,,0.55997
2000,0.4,2000,962205124466,,,0.939916
2000,0.4,2000,123275170134,,,0.712069
2000,0.4,2000,360109399965,,,0.76632
2000,0.4,2000,61889671506,,,0.729183
2000,0.4,2000,116309580685,,,0.992433
2000,0.4,2000,333805421226,,,2.64986
2200,0.4,2200,169651232436,,,1.14321
2200,0.4,2200,481920935266,,,1.14715
2200,0.4,2200,424707788031,,,1.19541
2200,0.4,2200,588827429649,,,1.93478
2200,0.4,2200,3859391569,,,1.67014
2200,0.4,2200,151742011820,,,2.15854
2400,0.4,2400,706746300982,,,1.30882
2400,0.4,2400,688788273784,,,1.55956
2400,0.4,2400,983935969778,,,1.58135
2400,0.4,2400,603107980033,,,1.41736
2400,0.4,2400,212835106598,,,1.91637
2400,0.4,2400,798134035485,,,2.78804
2600,0.4,2600,259863201331,,,1.74074
2600,0.4,2600,978394537120,,,3.0203
2600,0.4,2600,502550684367,,,2.55352
2600,0.4,2600,11416877168,,,2.23839
2600,0.4,2600,742633300142,,,2.03805
2600,0.4,2600,526859879775,,,4.05589
2800,0.4,2800,522731133747,,,3.08915
2800,0.4,2800,931049995621,,,2.79024
2800,0.4,2800,337441284389,,,2.37827
2800,0.4,2800,248100034261,,,2.04834
2800,0.4,2800,938085600611,,,3.49174
2800,0.4,2800,808352800933,,,2.78983
3000,0.4,3000,267521449894,,,3.35005
3000,0.4,3000,343303037619,,,2.89071
3000,0.4,3000,400735849110,,,5.72455
3000,0.4,3000,731164402684,,,4.91003
3000,0.4,3000,862082794403,,,2.11568
3000,0.4,3000,799509343185,,,4.45363
3200,0.4,3200,961069829953,,,7.20838
3200,0.4,3200,466836284924,,,9.37954
3200,0.4,3200,89758750263,,,5.26573
3200,0.4,3200,200177427963,,,3.58255
3200,0.4,3200,454856625684,,,5.51459
3200,0.4,3200,155545801740,,,5.81053
3400,0.4,3400,746983146384,,,3.72185
3400,0.4,3400,891325453683,,,5.28528
3400,0.4,3400,974207055508,,,7.15471
3400,0.4,3400,62815340149,,,6.03911
3400,0.4,3400,152530962285,,,4.56747
3400,0.4,3400,566033770275,,,4.13054
3600,0.4,3600,881205682361,,,7.60168
3600,0.4,3600,548017109936,,,5.65754
3600,0.4,3600,713280282446,,,6.17383
3600,0.4,3600,984977871547,,,5.48571
3600,0.4,3600,528859477451,,,11.4515
3600,0.4,3600,466029387333,,,8.35884
3800,0.4,3800,724605871516,,,6.76949
3800,0.4,3800,451466891065,,,7.29029
3800,0.4,3800,408196656879,,,12.6302
3800,0.4,3800,46550850956,,,6.87136
3800,0.4,3800,688501131078,,,5.74144
3800,0.4,3800,264705926441,,,11.7729
4000,0.4,4000,214360662038,,,8.06287
4000,0.4,4000,462198168531,,,8.80351
4000,0.4,4000,256219747630,,,12.2613
4000,0.4,4000,612002181126,,,8.83789
4000,0.4,4000,583356259686,,,5.94923
4000,0.4,4000,705604441117,,,14.0539
4200,0.4,4200,684160601982,,,7.50938
4200,0.4,4200,8357881359,,,7.54524
4200,0.4,4200,320728437623,,,5.73825
4200,0.4,4200,36740123638,,,9.95466
4200,0.4,4200,384408533996,,,9.758
4200,0.4,4200,556933441677,,,12.3794
4400,0.4,4400,268801719800,,,7.70953
4400,0.4,4400,191788678218,,,7.84871
4400,0.4,4400,778752229135,,,12.1682
4400,0.4,4400,230699126733,,,9.85494
4400,0.4,4400,520563415011,,,16.84
4400,0.4,4400,932019977794,,,8.11504
4600,0.4,4600,489794732216,,,9.95607
4600,0.4,4600,338787458035,,,21.988
4600,0.4,4600,573855792697,,,10.3522
4600,0.4,4600,698526358398,,,8.62967
4600,0.4,4600,382829573856,,,20.6104
4600,0.4,4600,913138010629,,,9.66402
4800,0.4,4800,522564757138,,,10.7471
4800,0.4,4800,446462178699,,,10.3552
4800,0.4,4800,942925479242,,,10.0358
4800,0.4,4800,50721406666,,,11.1104
4800,0.4,4800,205905149539,,,9.50466
4800,0.4,4800,5906429782,,,14.0075
5000,0.4,5000,992049026190,,,17.0289
5000,0.4,5000,362481855577,,,18.4042
5000,0.4,5000,900967075660,,,12.5933
5000,0.4,5000,521607411171,,,14.4307
5000,0.4,5000,142624874291,,,15.8579
5000,0.4,5000,412877285664,,,19.1499
1000,0.5,1000,180003518548,,,0.115965
1000,0.5,1000,980873041691,,,0.11598
1000,0.5,1000,288136962630,,,0.103859
1000,0.5,1000,37502525157,,,0.123835
1000,0.5,1000,239142367150,,,0.144736
1000,0.5,1000,302184429888,,,0.117286
1200,0.5,1200,994173008232,,,0.346333
1200,0.5,1200,431084494784,,,0.20728
1200,0.5,1200,682647248129,,,0.296691
1200,0.5,1200,388622065697,,,0.268069
1200,0.5,1200,483753873518,,,0.344656
1200,0.5,1200,502311245963,,,0.314024
1400,0.5,1400,916649721619,,,0.516702
1400,0.5,1400,118244234495,,,0.589042
1400,0.5,1400,444833620019,,,1.01136
1400,0.5,1400,488127593127,,,0.319891
1400,0.5,1400,711930689244,,,0.317803
1400,0.5,1400,357644204833,,,0.428884
1600,0.5,1600,163944135340,,,0.686362
1600,0.5,1600,715319505918,,,0.654149
1600,0.5,1600,884597629256,,,0.747027
1600,0.5,1600,342225582400,,,0.749989
1600,0.5,1600,593386407127,,,0.559093
1600,0.5,1600,795495304223,,,0.815055
1800,0.5,1800,57337807358,,,1.60232
1800,0.5,1800,561667265366,,,1.84986
1800,0.5,1800,761637005012,,,1.50173
1800,0.5,1800,276761586436,,,0.991469
1800,0.5,1800,383553721569,,,0.883876
1800,0.5,1800,503311372360,,,1.42877
2000,0.5,2000,386527277542,,,1.42711
2000,0.5,2000,987613963018,,,1.7795
2000,0.5,2000,957261597501,,,1.82502
2000,0.5,2000,804910225328,,,2.29276
2000,0.5,2000,260850992338,,,1.41841
2000,0.5,2000,333339124739,,,1.75556
2200,0.5,2200,464911502814,,,1.62876
2200,0.5,2200,700431363926,,,1.73717
2200,0.5,2200,794231390430,,,1.44942
2200,0.5,2200,346341636430,,,1.59723
2200,0.5,2200,4579592270,,,2.66158
2200,0.5,2200,10003095654,,,1.65159
2400,0.5,2400,95501060574,,,2.2809
2400,0.5,2400,744262568179,,,1.87518
2400,0.5,2400,915673144945,,,1.84687
2400,0.5,2400,904655833383,,,2.59645
2400,0.5,2400,27216382887,,,3.944
2400,0.5,2400,746673649388,,,2.6437
2600,0.5,2600,495689316975,,,2.54074
2600,0.5,2600,367666744798,,,2.65595
2600,0.5,2600,450670186324,,,3.10641
2600,0.5,2600,721674086557,,,3.11806
2600,0.5,2600,868955825782,,,3.70447
2600,0.5,2600,561549959003,,,3.57631
2800,0.5,2800,578511871892,,,4.36184
2800,0.5,2800,662420134776,,,3.74002
2800,0.5,2800,238597801223,,,4.05402
2800,0.5,2800,180094572575,,,3.44602
2800,0.5,2800,834509983129,,,4.89469
2800,0.5,2800,885649986368,,,3.73852
3000,0.5,3000,634252614603,,,4.26434
3000,0.5,3000,189530948765,,,4.18844
3000,0.5,3000,79908301720,,,7.43618
3000,0.5,3000,514877055449,,,4.80262
3000,0.5,3000,43543409247,,,3.68243
3000,0.5,3000,600036924082,,,4.98179
3200,0.5,3200,651976514996,,,5.06235
3200,0.5,3200,389786439,,,5.94805
3200,0.5,3200,575803317763,,,8.01098
3200,0.5,3200,606060525860,,,7.2004
3200,0.5,3200,973896740944,,,6.26669
3200,0.5,3200,742405242364,,,4.29209
3400,0.5,3400,89618016774,,,7.8015
3400,0.5,3400,180754787109,,,7.53666
3400,0.5,3400,935426883359,,,5.52999
3400,0.5,3400,272584494216,,,9.48651
3400,0.5,3400,698034764366,,,5.90973
3400,0.5,3400,580872793209,,,6.35653
3600,0.5,3600,307062800127,,,13.7367
3600,0.5,3600,431146461563,,,8.82855
3600,0.5,3600,96564957849,,,7.25689
3600,0.5,3600,104220611831,,,7.9543
3600,0.5,3600,691110946453,,,7.35263
3600,0.5,3600,486138799312,,,5.80141
3800,0.5,3800,915878669051,,,6.38675
3800,0.5,3800,63819766158,,,12.532
3800,0.5,3800,129052332380,,,7.65919
3800,0.5,3800,178341488905,,,7.87467
3800,0.5,3800,23526944492,,,8.04694
3800,0.5,3800,866987104442,,,12.6519
4000,0.5,4000,477067365426,,,8.92747
4000,0.5,4000,976491447297,,,14.1748
4000,0.5,4000,79966251152,,,9.08565
4000,0.5,4000,622271547212,,,8.95159
4000,0.5,4000,323950718244,,,15.4024
4000,0.5,4000,760317971654,,,8.57413
4200,0.5,4200,771767039888,,,9.46484
4200,0.5,4200,825228874547,,,9.79316
4200,0.5,4200,35328060581,,,12.8138
4200,0.5,4200,196662501360,,,14.1838
4200,0.5,4200,465260745841,,,16.3636
4200,0.5,4200,734586299418,,,8.81234
4400,0.5,4400,131083247928,,,12.8977
4400,0.5,4400,256155528768,,,12.6089
4400,0.5,4400,319894284592,,,11.4884
4400,0.5,4400,625672966291,,,21.3404
4400,0.5,4400,205582152089,,,12.2554
4400,0.5,4400,787625821942,,,12.453
4600,0.5,4600,512824945566,,,24.0812
4600,0.5,4600,867133208601,,,16.6876
4600,0.5,4600,104545884530,,,21.8382
4600,0.5,4600,796649986935,,,11.5822
4600,0.5,4600,536769924564,,,15.9851
4600,0.5,4600,53922595723,,,15.3428
4800,0.5,4800,525289617392,,,17.9383
4800,0.5,4800,45581408986,,,16.3817
4800,0.5,4800,185982123419,,,16.7191
4800,0.5,4800,140442909611,,,17.5237
4800,0.5,4800,839710526239,,,17.9847
4800,0.5,4800,511334027415,,,22.9757
5000,0.5,5000,524907120218,,,20.986
5000,0.5,5000,234351588458,,,17.7934
5000,0.5,5000,241112683022,,,24.5401
5000,0.5,5000,772816881290,,,19.075
5000,0.5,5000,825810178413,,,23.6815
5000,0.5,5000,109350646019,,,34.7772
1000,0.6,1000,799448416116,,,0.220814
1000,0.6,1000,774885558516,,,0.186698
1000,0.6,1000,368815591159,,,0.25169
1000,0.6,1000,377175194970,,,0.127035
